permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
18960,56893,80405P10,SATSUMA PHARMACEUTICALS INC,2019-09-13,2023-06-07,2023-06-07,2019-09-13,9999,035601
22528,58830,05338E10,AVALON ACQUISITION INC,2021-12-03,2023-06-07,2023-06-07,2021-12-03,9999,038396
22633,59061,G1792A10,BULLPEN PARLAY ACQUISITION CO,2022-01-24,2023-06-05,2023-06-05,2022-01-24,9999,040277
23055,59234,G8274F10,SOUND POINT ACQ CORP I LTD,2022-04-22,2023-06-02,2023-06-02,2022-04-22,9999,040680
15125,55143,07948140,BELLICUM PHARMACEUTICALS INC,2014-12-18,2020-02-05,2023-06-01,2014-12-18,9999,022258
22663,59088,48208E10,JUPITER WELLNESS ACQ CORP,2022-01-07,2023-06-01,2023-06-01,2022-01-07,9999,039993
20869,58151,74760R30,ROTH C H ACQUISITION III CO,2021-03-22,2022-02-14,2023-06-01,2021-03-22,9999,038073
18097,56511,60878Y10,S V M K INC,2018-09-26,2021-06-14,2023-05-31,2018-09-26,9999,034140
90213,45286,60935Y20,MONEYGRAM INTERNATIONAL INC,2004-07-01,2011-11-14,2023-05-31,2004-07-01,7389,005342
19630,57173,G4086B10,GREENCITY ACQUISITION CORP,2020-08-28,2023-05-31,2023-05-31,2020-08-28,9999,036637
18415,56658,87808K10,T C R 2 THERAPEUTICS INC,2019-02-14,2023-05-31,2023-05-31,2019-02-14,9999,034600
22914,59193,82664R10,SIGNAL HILL ACQUISITION CORP,2022-03-28,2023-05-26,2023-05-26,2022-03-28,9999,040562
22216,58668,60436Q10,MINORITY EQUALITY OPP ACQ INC,2021-10-18,2023-05-24,2023-05-24,2021-10-18,9999,039451
16777,55979,04685N20,ATHENEX INC,2017-06-14,2023-02-14,2023-05-24,2017-06-14,9999,031405
16100,55589,63010430,NANTHEALTH INC,2016-06-02,2022-12-15,2023-05-23,2016-06-02,9999,027274
23116,59295,67934510,OKYO PHARMA LTD,2022-05-17,2023-05-19,2023-05-19,2022-05-17,9999,289153
15419,55305,15120520,CELYAD SA,2015-06-19,2020-12-30,2023-05-18,2015-06-19,9999,315639
17868,56396,03836N10,APTINYX INC,2018-06-21,2023-05-18,2023-05-18,2018-06-21,9999,033643
22690,58991,91842V10,V M G CONSUMER ACQ CORP,2022-01-03,2023-05-15,2023-05-15,2022-01-03,9999,039947
14094,54507,92942V20,CANCER GENETICS INC,2013-08-14,2019-10-24,2023-05-12,2013-08-14,8071,038539
22188,58711,06654K10,BANNER ACQUISITION CORP,2021-10-29,2023-05-12,2023-05-12,2021-10-29,9999,039260
22572,58866,51934510,LAVA MEDTECH ACQUISITION CORP,2021-12-17,2023-05-12,2023-05-12,2021-12-17,9999,039809
91727,51645,89421B10,TRAVELCENTERS AMERICA LLC,2007-02-01,2008-06-15,2023-05-12,2007-02-01,5531,148350
19660,57261,86646P10,SUMO LOGIC INC,2020-09-17,2023-05-11,2023-05-11,2020-09-17,9999,036896
22604,58982,G8069410,7 ACQUISITION CORP,2021-12-23,2023-05-09,2023-05-09,2021-12-23,9999,039923
20859,57963,74327P10,PROGRESS ACQUISITION CORP,2021-03-16,2023-05-09,2023-05-09,2021-03-16,9999,037912
22560,58945,G4166K10,GREEN VIS FIN TECH ACQ CORP I,2021-12-30,2023-05-09,2023-05-09,2021-12-30,9999,039878
21043,57931,30052G10,EVO ACQUISITION CORP,2021-04-01,2023-05-08,2023-05-08,2021-04-01,9999,037830
21521,58280,05602L10,B RILEY PRINCIPAL 250 MERGER,2021-06-28,2023-05-04,2023-05-04,2021-06-28,9999,038170
21590,58313,G9460N10,VALOR LATITUDE ACQUISITION CORP,2021-06-24,2023-05-03,2023-05-03,2021-06-24,9999,038521
16570,55852,48111610,JOUNCE THERAPEUTICS INC,2017-01-27,2023-05-03,2023-05-03,2017-01-27,9999,029684
22519,58820,G0395910,ANTHEMIS DIGITAL ACQ I CORP,2021-12-27,2023-05-02,2023-05-02,2021-12-27,9999,039807
77659,11558,07589610,BED BATH & BEYOND INC,1992-06-05,1999-06-30,2023-05-02,1992-06-05,5990,025338
22292,58715,12561U10,C I I G CAPITAL PARTNERS II INC,2021-11-05,2023-04-28,2023-04-28,2021-11-05,9999,038331
17888,56412,44974L30,I M V INC,2018-06-01,2022-12-12,2023-04-28,2018-06-01,9999,183669
21751,58302,G6780C10,ORION BIOTECH OPPORTUNITIES CORP,2021-07-02,2023-04-28,2023-04-28,2021-07-02,9999,038193
21765,58308,G8222012,SKYDECK ACQUISITION CORP,2021-07-09,2023-04-28,2023-04-28,2021-07-09,9999,038404
91365,50869,14161910,REPLIDYNE INC,2006-06-28,2009-02-25,2023-04-27,2006-06-28,2834,174158
16794,55939,G6375R10,NATIONAL ENERGY SVCS REUNIT CORP,2017-06-05,2023-04-27,2023-04-27,2017-06-05,9999,031331
22564,58949,45828D10,INTELLIGENT MEDICINE ACQ CORP,2021-12-27,2023-04-26,2023-04-26,2021-12-27,9999,039876
20291,57437,G3141W10,EUCRATES BIOMEDICAL ACQ CORP,2020-12-28,2023-04-26,2023-04-26,2020-12-28,9999,037154
17973,56462,74374N10,PROVENTION BIO INC,2018-07-24,2023-04-26,2023-04-26,2018-07-24,9999,033751
22581,58871,65145010,NEWHOLD INVESTMENT CORP II,2021-12-13,2023-04-25,2023-04-25,2021-12-13,9999,038508
22288,58835,09370F10,BLOCKCHAIN MOON ACQ CORP,2021-11-04,2023-04-24,2023-04-24,2021-11-04,9999,039735
21067,58120,46064T10,INTERPRIVATE IV INFRATECH PT INC,2021-04-26,2023-04-24,2023-04-24,2021-04-26,9999,038128
21585,58221,G8T10C10,TIO TECH A,2021-06-01,2023-04-21,2023-04-21,2021-06-01,9999,038475
19572,57189,89457R10,TREAN INSURANCE GROUP INC,2020-07-16,2023-04-20,2023-04-20,2020-07-16,9999,036636
20879,57985,70472310,THIMBLE POINT ACQ CORP,2021-03-25,2021-12-05,2023-04-18,2021-03-25,9999,037827
18357,56586,04943010,BOXWOOD MERGER CORP,2019-01-07,2020-02-17,2023-04-18,2019-01-07,9999,034417
21084,58214,G6882C10,PANACEA ACQUISITION CORP II,2021-04-07,2023-04-18,2023-04-18,2021-04-07,9999,038599
15425,55308,23866110,DAVIDSTEA INC,2015-06-05,2023-04-14,2023-04-14,2015-06-05,9999,023557
23190,59319,G5225112,KALERA PUBLIC LTD CO,2022-06-29,2022-12-22,2023-04-14,2022-06-29,9999,338272
18728,56771,16954W10,CHINA INDEX HOLDINGS LTD,2019-06-12,2023-04-14,2023-04-14,2019-06-12,9999,035313
21104,58220,G8704C12,T C V ACQUISITION CORP,2021-04-14,2023-04-13,2023-04-13,2021-04-14,9999,038639
21704,58434,G1195R10,BLUE SAFARI GROUP ACQ CORP,2021-07-28,2023-04-13,2023-04-13,2021-07-28,9999,038777
21321,58142,92771A10,NEXTGEN ACQUISITION CORP II,2021-05-13,2021-12-29,2023-04-12,2021-05-13,9999,038248
14538,54784,72942A10,DIPEXIUM PHARMACEUTICALS INC,2014-03-13,2017-04-19,2023-04-12,2014-03-13,9999,019757
22651,59074,G3731J11,GAMES & ESPORTS EXP ACQ CORP,2022-01-24,2023-04-12,2023-04-12,2022-01-24,9999,040120
19543,57165,03217L10,AMRYT PHARMA PLC,2020-07-08,2023-04-11,2023-04-11,2020-07-08,9999,333960
22233,58678,02083L10,ALPINE ACQUISITION CORP,2021-10-21,2023-04-10,2023-04-10,2021-10-21,9999,039468
14660,54865,64065J40,NEOVASC INC,2014-05-21,2018-09-20,2023-04-10,2014-05-21,9999,143770
20833,58126,48250610,KHOSLA VENTURES ACQ CO III,2021-03-24,2023-04-10,2023-04-10,2021-03-24,9999,038101
19954,57432,19201010,CODIAK BIOSCIENCES INC,2020-10-14,2023-04-04,2023-04-04,2020-10-14,9999,035154
13648,54228,03767D10,LPATH INC,2012-10-22,2016-06-12,2023-04-03,2012-10-22,9999,029687
16856,56030,04530L20,ASPEN GROUP INC,2017-08-02,2023-03-30,2023-03-30,2017-08-02,9999,170920
14590,54731,00856G10,BOULEVARD ACQUISITION CORP,2014-04-14,2015-08-02,2023-03-30,2014-04-14,9999,019525
22318,58864,57778T10,MAXPRO CAPITAL ACQUISITION CORP,2021-11-26,2023-03-29,2023-03-29,2021-11-26,9999,039693
21320,58139,G5709C10,MSD ACQUISITION CORP,2021-05-17,2023-03-29,2023-03-29,2021-05-17,9999,038499
19578,57195,26412010,DUCK CREEK TECHNOLOGIES INC,2020-08-14,2023-03-29,2023-03-29,2020-08-14,9999,036788
18314,56613,G7306H11,PUHUI WEALTH INVEST MGMT CO LTD,2018-12-27,2022-12-13,2023-03-28,2018-12-27,9999,033817
21340,58160,87823R10,TECH & ENERGY TRANSITION CORP,2021-05-07,2023-03-28,2023-03-28,2021-05-07,9999,038175
21334,58156,G8201H10,SILVER SPIKE ACQ CORP II,2021-05-03,2023-03-24,2023-03-24,2021-05-03,9999,038023
91658,51546,02208R10,ALTRA HOLDINGS INC,2006-12-15,2013-12-04,2023-03-24,2006-12-15,3568,176247
21279,58086,G2423710,CORAZON CAP V838 MONOCEROS CORP,2021-05-14,2023-03-24,2023-03-24,2021-05-14,9999,038091
21318,58134,G5462L10,LEVERE HOLDINGS CORP,2021-05-10,2023-03-23,2023-03-23,2021-05-10,9999,038103
17790,56355,26927E10,EVO PAYMENTS INC,2018-05-23,2023-03-23,2023-03-23,2018-05-23,9999,033533
21315,58131,G5409410,L D H GROWTH CORP I,2021-05-10,2023-03-23,2023-03-23,2021-05-10,9999,037956
20779,58088,G2831510,DRAGONEER GROWTH OPP CORP III,2021-03-23,2023-03-23,2023-03-23,2021-03-23,9999,038217
18127,56527,74915J20,QUTOUTIAO INC,2018-09-14,2021-12-09,2023-03-22,2018-09-14,9999,034074
16573,55853,H5861P10,OBSEVA SA,2017-01-26,2023-03-22,2023-03-22,2017-01-26,9999,029718
15486,55339,82939910,AXOVANT SCIENCES LTD,2015-06-11,2017-09-05,2023-03-22,2015-06-11,2834,023933
21755,58307,G0542N10,ARIES I ACQUISITION CORP,2021-07-09,2023-03-21,2023-03-21,2021-07-09,9999,038330
21115,58163,G9460L12,V P C IMPACT ACQ HLDGS II,2021-04-26,2023-03-20,2023-03-20,2021-04-26,9999,037858
22211,58862,46500510,ISOPLEXIS CORP,2021-10-08,2023-03-20,2023-03-20,2021-10-08,9999,039307
22214,58867,54911Q10,LOYALTY VENTURES INC,2021-11-08,2023-03-20,2023-03-20,2021-11-08,9999,039962
91262,13927,04916420,ATLAS AIR WORLDWIDE HOLDINGS INC,2006-05-31,2023-03-17,2023-03-17,2006-05-31,4522,061155
21307,58113,36260F10,G X ACQUISITION CORP II,2021-05-10,2023-03-17,2023-03-17,2021-05-10,9999,038161
89252,42517,33832D20,FIVE STAR QUALITY CARE INC,2002-01-02,2006-06-29,2023-03-17,2002-01-02,8051,146500
21766,58487,G8566R10,SUMMIT HEALTHCARE ACQ CORP,2021-07-30,2023-03-16,2023-03-16,2021-07-30,9999,038750
21310,58123,48284E10,KADEM SUSTAINABLE IMPACT CORP,2021-05-07,2023-03-16,2023-03-16,2021-05-07,9999,038312
21851,58567,38216G10,GOOD WORKS II ACQUISITION CORP,2021-08-23,2023-03-15,2023-03-15,2021-08-23,9999,038428
21295,58103,30319B10,FTAC PARNASSUS ACQUISITION CORP,2021-05-03,2023-03-15,2023-03-15,2021-05-03,9999,038036
21293,58100,G3682610,FRONTIER ACQUISITION CORP,2021-05-03,2023-03-15,2023-03-15,2021-05-03,9999,038141
21316,58132,G5408510,LEAD EDGE GROWTH OPP LTD,2021-05-13,2023-03-14,2023-03-14,2021-05-13,9999,038351
21337,58159,G8657L10,TB SA ACQUISITION CORP,2021-05-13,2023-03-13,2023-03-13,2021-05-13,9999,038108
21015,58076,G0120210,AGILE GROWTH CORP,2021-04-30,2023-03-10,2023-03-10,2021-04-30,9999,037975
21014,58072,G4761A10,INDEPENDENCE HOLDINGS CORP,2021-04-29,2023-03-10,2023-03-10,2021-04-29,9999,038097
22658,59082,G3033X10,EMERGING MARKETS HORIZON CORP,2022-01-31,2023-03-10,2023-03-10,2022-01-31,9999,039737
21327,58147,72285010,PINE TECHNOLOGY ACQUISITION CORP,2021-05-03,2023-03-10,2023-03-10,2021-05-03,9999,038326
17904,56424,88830X81,TITAN MEDICAL INC,2018-06-27,2023-03-09,2023-03-09,2018-06-27,9999,179929
20875,58157,G8601M10,S V F INVESTMENT CORP 2,2021-03-09,2023-03-09,2023-03-09,2021-03-09,9999,038021
93357,53400,26943B10,T H L CREDIT INC,2010-04-22,2019-08-28,2023-03-09,2010-04-22,8742,184735
16399,55759,78472M10,SOCIAL REALITY INC,2016-10-13,2019-08-26,2023-03-08,2016-10-13,9999,015543
16069,55573,30315R10,SPRING BANK PHARMACEUTICALS INC,2016-05-06,2020-11-22,2023-03-08,2016-05-06,9999,026790
22571,58958,53626210,LIONHEART III CORP,2021-12-07,2023-03-07,2023-03-07,2021-12-07,9999,038449
21045,58101,33616910,FIRST RESERVE SUSTAIN GR CORP,2021-04-26,2023-03-07,2023-03-07,2021-04-26,9999,037984
21058,58114,G3728Y10,FTAC HERA ACQUISITION CORP,2021-04-26,2023-03-07,2023-03-07,2021-04-26,9999,037965
17947,56440,78116T10,RUBIUS THERAPEUTICS INC,2018-07-18,2023-03-06,2023-03-06,2018-07-18,9999,033720
22205,58855,37428A10,GETNET ADQUIRENCIA E SERVICOS,2021-10-22,2023-03-06,2023-03-06,2021-10-22,9999,350681
22575,58966,58176U10,MCLAREN TECHNOLOGY ACQ CORP,2021-12-23,2023-03-03,2023-03-03,2021-12-23,9999,039582
14451,54733,20602210,CONCERT PHARMACEUTICALS INC,2014-02-13,2023-03-03,2023-03-03,2014-02-13,9999,019534
20610,57954,54948U10,LUCIRA HEALTH INC,2021-02-05,2023-03-03,2023-03-03,2021-02-05,9999,037840
21287,58094,G3167F10,EUROPEAN BIOTECH ACQ CORP,2021-05-11,2023-03-02,2023-03-02,2021-05-11,9999,038121
90973,38445,67107W10,O2MICRO INTERNATIONAL LTD,2005-11-28,2023-03-02,2023-03-02,2005-11-28,3674,138961
92032,52284,01345P10,BIODEL INC,2007-05-11,2012-06-11,2023-03-02,2007-05-11,2834,029018
87061,16644,M2689513,COMMTOUCH SOFTWARE LTD,1999-07-13,2000-07-31,2023-03-02,1999-07-13,7380,121793
16904,56050,68375010,OPIANT PHARMACEUTICALS INC,2017-08-29,2023-03-01,2023-03-01,2017-08-29,9999,177182
12961,53771,G7114V10,CHINA GROWTH EQUITY INVEST LTD,2011-08-02,2013-02-25,2023-02-28,2011-08-02,9999,017422
22241,58686,G8990L10,T P B ACQUISITION CORP I,2021-10-01,2023-02-28,2023-02-28,2021-10-01,9999,039174
93128,53282,22362260,COWEN GROUP INC NEW,2009-11-02,2016-12-04,2023-02-28,2009-11-02,9999,183797
22677,58883,62300610,MOUNT RAINIER ACQUISITION CORP,2022-01-03,2023-02-28,2023-02-28,2022-01-03,9999,039478
15304,55237,58936H10,WOWO LTD,2015-04-08,2016-06-08,2023-02-27,2015-04-08,9999,022864
20563,57902,G0049610,A B G ACQUISITION CORP I,2021-02-17,2023-02-27,2023-02-27,2021-02-17,9999,037962
16382,55747,22266L10,COUPA SOFTWARE INC,2016-10-06,2023-02-27,2023-02-27,2016-10-06,9999,028084
22201,58657,G2773W10,DECARBONIZATION PL ACQ CORP IV,2021-10-01,2023-02-24,2023-02-24,2021-10-01,9999,039401
23013,59173,G2542B11,COUNTER PRESS ACQUISITION CORP,2022-04-01,2023-02-24,2023-02-24,2022-04-01,9999,040481
22637,59123,17240Y10,CINCOR PHARMA INC,2022-01-07,2023-02-23,2023-02-23,2022-01-07,9999,040475
21050,57935,G3728310,FTAC ATHENA ACQUISITION CORP,2021-04-16,2023-02-23,2023-02-23,2021-04-16,9999,037831
14262,54619,83587F20,SORRENTO THERAPEUTICS INC,2013-10-25,2023-02-22,2023-02-22,2013-10-25,9999,183602
19177,56993,68269G10,1LIFE HEALTHCARE INC,2020-01-31,2023-02-22,2023-02-22,2020-01-31,9999,036025
18361,56589,70434P10,FINTECH ACQUISITION CORP III,2019-01-07,2020-10-18,2023-02-21,2019-01-07,9999,034322
90734,46857,50187A10,L H C GROUP,2005-06-09,2023-02-21,2023-02-21,2005-06-09,8082,162404
21073,57952,G5403510,LAZARD GROWTH ACQ CORP I,2021-04-05,2023-02-21,2023-02-21,2021-04-05,9999,037979
21082,57961,G6529L10,NEW VISTA ACQUISITION CORP,2021-04-12,2023-02-21,2023-02-21,2021-04-12,9999,037968
21078,57957,G5960S10,MEDICUS SCIENCES ACQ CORP,2021-04-05,2023-02-17,2023-02-17,2021-04-05,9999,037936
21568,58300,62402U10,MOUNTAIN CREST ACQ CORP III,2021-06-17,2023-02-17,2023-02-17,2021-06-17,9999,038715
87339,17293,70211M10,PARTNER COMMUNICATIONS CO LTD,1999-10-27,2023-02-15,2023-02-15,1999-10-27,4810,125378
92449,52868,75833830,REEDS INC,2007-11-27,2012-12-30,2023-02-15,2007-11-27,2086,176378
20586,57619,14363610,CARNEY TECHNOLOGY ACQ CORP II,2021-02-01,2023-02-14,2023-02-14,2021-02-01,9999,037259
20821,57946,G4977310,ITIQUIRA ACQUISITION CORP,2021-03-29,2023-02-14,2023-02-14,2021-03-29,9999,037804
16983,56095,30260M10,F F B W INC,2017-10-11,2020-01-16,2023-02-13,2017-10-11,9999,031839
21095,57974,G3107010,SCION TECH GROWTH II,2021-04-05,2023-02-10,2023-02-10,2021-04-05,9999,037845
78054,11789,74906310,RIMAGE CORP,1992-11-05,2013-09-15,2023-02-08,1992-11-05,3990,025915
19837,57351,59101E10,METACRINE INC,2020-09-16,2023-02-08,2023-02-08,2020-09-16,9999,036952
19188,57000,17187C10,CINCINNATI BANCORP INC,2020-01-23,2023-02-03,2023-02-03,2020-01-23,9999,026364
77259,11282,01922220,ALLIED HEALTHCARE PRODUCTS INC,1992-01-14,2016-12-06,2023-02-02,1992-01-14,3840,024837
17886,56410,44916T10,HYRECAR INC,2018-06-27,2023-02-02,2023-02-02,2018-06-27,9999,033624
20768,57715,G1125A10,BIOTECH ACQUISITION CO,2021-03-18,2023-02-02,2023-02-02,2021-03-18,9999,037657
14995,55070,13089P50,CALITHERA BIOSCIENCES INC,2014-10-02,2022-06-14,2023-02-01,2014-10-02,9999,021627
22599,58889,81220410,SEAPORT CALIBRE MAT ACQ CORP,2021-12-20,2023-02-01,2023-02-01,2021-12-20,9999,039287
22202,58717,23344T10,DTRT HEALTH ACQUISITION CORP,2021-10-25,2023-02-01,2023-02-01,2021-10-25,9999,039410
16173,55565,93075220,LANDCADIA HOLDINGS INC,2016-08-18,2018-11-15,2023-02-01,2016-08-18,9999,027241
20899,58172,49926T10,KNOWBE4 INC,2021-04-22,2023-01-31,2023-01-31,2021-04-22,9999,038447
19252,57031,74313910,PROFESSIONAL HOLDING CORP,2020-02-07,2023-01-31,2023-01-31,2020-02-07,9999,023552
21706,58284,G1955010,CATALYST PARTNERS ACQ CORP,2021-07-14,2023-01-31,2023-01-31,2021-07-14,9999,038349
10530,8441,58958410,MERIDIAN DIAGNOSTICS INC,1986-07-29,2001-01-08,2023-01-30,1986-07-29,2830,012433
20595,57733,35166L10,FOXWAYNE ENTERPRISES ACQ CORP,2021-02-25,2023-01-27,2023-01-27,2021-02-25,9999,037805
20454,57783,G8601L10,S V F INVESTMENT CORP,2021-01-27,2023-01-26,2023-01-26,2021-01-27,9999,037583
20849,57766,G6613910,NORTH ATLANTIC ACQUISITION CORP,2021-03-15,2023-01-26,2023-01-26,2021-03-15,9999,037693
22606,58893,G7158C10,THRIVE ACQUISITION CORP,2021-12-08,2023-01-25,2023-01-25,2021-12-08,9999,039623
22304,58857,G3853710,GESHER I ACQUISITION CORP,2021-11-09,2023-01-25,2023-01-25,2021-11-09,9999,039566
20822,57753,G4989X11,JACK CREEK INVESTMENT CORP,2021-03-15,2023-01-24,2023-01-24,2021-03-15,9999,037025
17900,56423,89610F10,TRICIDA INC,2018-06-28,2023-01-23,2023-01-23,2018-06-28,9999,033600
14149,54550,08180D10,BENEFITFOCUS INC,2013-09-18,2023-01-23,2023-01-23,2013-09-18,9999,018561
20881,57788,G9159510,T Z P STRATEGIES ACQ CORP,2021-03-12,2023-01-20,2023-01-20,2021-03-12,9999,037738
20763,57709,G0660710,AUTHENTIC EQUITY ACQ CORP,2021-03-08,2023-01-20,2023-01-20,2021-03-08,9999,037743
22254,58900,88340B10,VERY GOOD FOOD CO INC,2021-10-13,2023-01-20,2023-01-20,2021-10-13,9999,036773
93301,53366,05358830,A V E O PHARMACEUTICALS INC,2010-03-12,2020-02-19,2023-01-19,2010-03-12,9999,184046
16911,56017,03038220,PENSARE ACQUISITION CORP,2017-08-08,2020-04-07,2023-01-19,2017-08-08,2752,032228
16112,55594,92852W50,VIVEVE MEDICAL INC,2016-06-14,2019-09-18,2023-01-18,2016-06-14,9999,021838
19392,57083,05465V10,AYALA PHARMACEUTICALS INC,2020-05-08,2023-01-18,2023-01-18,2020-05-08,9999,036302
22611,59107,91914P60,VALENS CO INC,2021-12-09,2023-01-13,2023-01-13,2021-12-09,9999,029137
20792,57732,G5841110,MARLIN TECHNOLOGY CORP,2021-03-05,2023-01-13,2023-01-13,2021-03-05,9999,037739
81225,13536,80687020,SCHMITT INDUSTRIES INC,1995-01-30,1996-02-19,2023-01-13,1995-01-30,3540,026520
20783,57725,G2702910,DEEP LAKE CAPITAL ACQ CORP,2021-03-05,2023-01-13,2023-01-13,2021-03-05,9999,037609
20860,57776,G7209M10,POWERED BRANDS,2021-03-03,2023-01-12,2023-01-12,2021-03-03,9999,037695
88266,37530,82651610,SIERRA WIRELESS INC,2000-05-05,2004-08-01,2023-01-12,2000-05-05,3350,120334
20857,57772,G7S24C10,PIONEER MERGER CORP,2021-03-01,2023-01-12,2023-01-12,2021-03-01,9999,037650
20789,57729,29429X10,EPIPHANY TECHNOLOGY ACQ CORP,2021-03-01,2023-01-12,2023-01-12,2021-03-01,9999,037643
22524,58826,03881F10,ARBOR RAPHA CAP BIOHLDGS CORP I,2021-12-20,2023-01-12,2023-01-12,2021-12-20,9999,039657
91395,50969,85756110,CLEVELAND BIOLABS INC,2006-07-21,2015-01-27,2023-01-11,2006-07-21,8731,039352
20148,57443,44953410,I G ACQUISITION CORP,2020-11-23,2023-01-11,2023-01-11,2020-11-23,9999,037056
21731,58575,45250K10,IMAGO BIOSCIENCES INC,2021-07-16,2023-01-10,2023-01-10,2021-07-16,9999,039203
20815,57750,70470P10,IGNYTE ACQUISITION CORP,2021-03-12,2022-11-01,2023-01-09,2021-03-12,9999,037928
21840,58561,G5853A10,MACONDRAY CAPITAL ACQ CORP I,2021-08-19,2023-01-06,2023-01-06,2021-08-19,9999,038825
15407,55295,81255T10,SEASPINE HOLDINGS CORP,2015-07-02,2023-01-04,2023-01-04,2015-07-02,9999,024458
20340,57670,73739W10,POSHMARK INC,2021-01-14,2023-01-04,2023-01-04,2021-01-14,9999,037560
86866,8037,89904V20,TUESDAY MORNING CORP,1999-04-22,2020-06-07,2022-12-30,1999-04-22,5710,011944
14666,54829,G7326814,QUOTIENT LTD,2014-05-27,2022-11-02,2022-12-30,2014-05-27,9999,020135
16676,55919,69324R10,PCSB FINANCIAL CORP,2017-04-21,2022-12-30,2022-12-30,2017-04-21,9999,029508
21117,57996,21873J10,POWER & DIGITAL INFR ACQ CORP,2021-04-05,2022-01-19,2022-12-30,2021-04-05,9999,037871
20839,57758,53228M10,LIGHTJUMP ACQUISITION CORP,2021-03-02,2022-12-30,2022-12-30,2021-03-02,9999,037684
19016,56916,69242L10,OYSTER POINT PHARMA INC,2019-10-31,2022-12-30,2022-12-30,2019-10-31,9999,035747
20605,57754,G5211011,KAIROS ACQUISITION CORP,2021-02-26,2022-12-30,2022-12-30,2021-02-26,9999,037656
20767,57909,04637C10,ASTREA ACQUISITION CORP,2021-03-15,2022-12-29,2022-12-29,2021-03-15,9999,037993
21772,58489,84865110,S P K ACQUISITION CORP,2021-07-23,2022-12-29,2022-12-29,2021-07-23,9999,038803
81624,13710,05330610,IMAGE SENSING SYSTEMS INC,1995-05-05,2002-04-30,2022-12-29,1995-05-05,3660,031775
21054,57940,38286310,GORES HOLDINGS VIII INC,2021-04-19,2022-12-29,2022-12-29,2021-04-19,9999,037919
92448,52867,78112T20,RUBICON TECHNOLOGY INC,2007-11-16,2017-05-04,2022-12-29,2007-11-16,3674,178865
20565,57711,G8372A10,SPORTS VENTURES ACQUISITION CORP,2021-02-26,2022-12-28,2022-12-28,2021-02-26,9999,037642
21561,58468,46301G10,IRON SPARK I INC,2021-06-09,2022-12-28,2022-12-28,2021-06-09,9999,038218
15009,55076,34986J20,FORWARD PHARMA A S,2014-10-15,2019-12-05,2022-12-27,2014-10-15,9999,021452
21846,58449,31811H10,FINTECH ACQUISITION CORP VI,2021-08-16,2022-12-27,2022-12-27,2021-08-16,9999,038171
21715,58450,37892B10,GLOBAL CONSUMER ACQ CORP,2021-07-30,2022-12-27,2022-12-27,2021-07-30,9999,038172
21099,57980,84919610,SPORTSTEK ACQUISITION CORP,2021-04-09,2022-12-27,2022-12-27,2021-04-09,9999,037970
22601,58978,84854Q10,SPINDLETOP HEALTH ACQ CORP,2021-12-27,2022-12-27,2022-12-27,2021-12-27,9999,038454
20444,57770,G6749V10,OMEGA ALPHA S P A C,2021-01-07,2022-12-27,2022-12-27,2021-01-07,9999,037701
21719,58294,37518W10,GIGINTERNATIONAL1 INC,2021-07-09,2022-12-23,2022-12-23,2021-07-09,9999,038660
84185,15135,29976620,ANDEAN DEVELOPMENT CORP,1996-11-13,2000-03-15,2022-12-23,1996-11-13,8700,063972
20847,57764,61531M10,MONUMENT CIRCLE ACQUISITION CORP,2021-03-12,2022-12-23,2022-12-23,2021-03-12,9999,037606
21088,58146,74350A10,PROPERTY SOLUTIONS ACQ CORP II,2021-04-09,2022-12-22,2022-12-22,2021-04-09,9999,038020
14874,54996,68906L10,OTONOMY INC,2014-08-13,2022-12-22,2022-12-22,2014-08-13,9999,021145
21839,58440,25402810,D I L A CAPITAL ACQ CORP,2021-08-04,2022-12-22,2022-12-22,2021-08-04,9999,038427
21267,58074,00104010,A F ACQUISITION CORP,2021-05-18,2022-12-22,2022-12-22,2021-05-18,9999,038186
20433,57632,42227K10,HEALTHCARE SERVICES ACQ CORP,2021-01-05,2022-12-22,2022-12-22,2021-01-05,0,037257
20808,57745,42589T10,HENNESSY CAPITAL INV CORP V,2021-03-08,2022-12-21,2022-12-21,2021-03-08,9999,037700
20603,57634,45781710,I N S U ACQUISITION CORP III,2021-02-08,2022-12-21,2022-12-21,2021-02-08,9999,037563
20804,57739,39947R10,GROUP NINE ACQUISITION CORP,2021-03-08,2022-12-21,2022-12-21,2021-03-08,9999,037753
21877,58485,82282110,SHELTER ACQUISITION CORP I,2021-08-20,2022-12-21,2022-12-21,2021-08-20,9999,038130
20624,57656,G3106710,SCION TECH GROWTH I,2021-02-05,2022-12-21,2022-12-21,2021-02-05,9999,037554
75107,20018,00365410,ABIOMED INC,1987-07-29,1992-08-30,2022-12-21,1987-07-29,8091,013619
22642,59068,G3168A10,CRYPTO 1 ACQUISITION CORP,2022-01-12,2022-12-21,2022-12-21,2022-01-12,9999,040259
85576,15843,75605L70,REALNETWORKS INC,1997-11-21,2000-07-31,2022-12-21,1997-11-21,7370,065899
21059,57943,44376L10,HUDSON EXECUTIVE INV CORP III,2021-04-16,2022-12-21,2022-12-21,2021-04-16,9999,037999
20809,57746,44376010,HUDSON EXECUTIVE INV CORP II,2021-03-18,2022-12-21,2022-12-21,2021-03-18,9999,037661
